"Cluster 1","Cluster 2","Cluster 3","Cluster 4"
0.257419897620928,0.317002530755243,0.165863375630505,0.259714195993323
0.173680019717687,0.0200948255122853,0.750247430888959,0.0559777238810688
0.093665704066713,0.675787653354176,0.0503525148334288,0.180194127745683
0.0621826331309883,0.777480184490916,0.0342816630512689,0.126055519326826
0.548394373391548,0.0380904201331283,0.276892213496308,0.136622992979015
0.108876105562359,0.608327661716158,0.0661336929199519,0.216662539801531
0.493275881041544,0.0483264947959299,0.339465669114259,0.118931955048268
0.218104207448231,0.0728522275189875,0.0715697149689233,0.637473850063858
0.173492229265626,0.032255399320934,0.716189626146653,0.0780627452667875
0.199223390817694,0.0299292958356365,0.692144588833697,0.0787027245129723
0.323445745169126,0.211488827146379,0.136355984879494,0.328709442805001
0.139907746972998,0.531141240390583,0.0892639992714015,0.239687013365018
0.386527370009028,0.16287803609702,0.143444154001345,0.307150439892607
0.115799653296626,0.606050039549728,0.0661449575324516,0.212005349621194
0.154373466488697,0.495369512393508,0.106663972040931,0.243593049076863
0.112924507630556,0.320854208859866,0.0508206026468089,0.515400680862769
0.145484622257518,0.544313354633923,0.093227880776349,0.216974142332211
0.227844101724249,0.374552558896184,0.126459730513969,0.271143608865598
0.289182998648035,0.188136289216337,0.163539986407127,0.359140725728501
0.170370124785835,0.312288619557152,0.0850444158049523,0.432296839852061
0.138743469527824,0.510151581946008,0.0879874667403003,0.263117481785868
0.740782398545989,0.0249890641970739,0.148623821774591,0.0856047154823464
0.187512265411123,0.0443254505353552,0.673101590521926,0.0950606935315962
0.243253753619116,0.235961947558213,0.100611738943897,0.420172559878775
0.0924489506775842,0.625340010688633,0.0443609744814925,0.23785006415229
0.454102357918989,0.105184642096356,0.187420595245928,0.253292404738726
0.13670053416624,0.48217740063755,0.0755628458149853,0.305559219381224
0.186816270016896,0.437137514116178,0.0804590883097113,0.295587127557215
0.342919182844284,0.208079174017984,0.180766203965904,0.268235439171828
0.210629627485012,0.130952991443657,0.0626214919649996,0.595795889106331
0.201691970692579,0.409429539241304,0.121630736825066,0.267247753241051
0.169068228833337,0.259546429156843,0.0915465745254633,0.479838767484357
0.356119371321051,0.086943469925074,0.0672458004503303,0.489691358303545
0.0935231829357081,0.160951194496156,0.0338498124619592,0.711675810106177
0.43292521550445,0.0371218897646037,0.0554624129815251,0.474490481749421
0.36458507280153,0.0810614773778425,0.100422843069046,0.453930606751582
0.0711769768014032,0.122549521846618,0.0233595665869294,0.78291393476505
0.0876525401269054,0.649110065597202,0.0384898492787878,0.224747544997105
0.279217610961494,0.0810333363914731,0.484011282219786,0.155737770427247
0.163183967878461,0.258303285347107,0.0514728941008248,0.527039852673607
0.455784070176625,0.0763768769216758,0.20384077238698,0.263998280514719
0.359295644157587,0.0816870871869944,0.241063900510718,0.3179533681447
0.128615980834571,0.582262020639821,0.0587261561330249,0.230395842392583
0.568099814364956,0.0555225228847588,0.178546869488201,0.197830793262083
0.543939698870538,0.0818393404567868,0.128284667447157,0.245936293225518
0.448035039677067,0.0653549964459928,0.221434852004184,0.265175111872756
0.354624867450583,0.170914941155555,0.109028625381731,0.365431566012131
0.627673416525817,0.0370454593452182,0.139006538552695,0.19627458557627
0.453614842346157,0.106870996218208,0.238085308474316,0.201428852961319
0.0547046922732709,0.784636902094554,0.0290310606790425,0.131627344953132
0.471493425310062,0.0837866507325052,0.266855255809688,0.177864668147744
0.693845459284839,0.018661861612389,0.221474503056145,0.066018176046627
0.0688609735970847,0.697761539022404,0.031649862111401,0.201727625269111
0.0986467300902149,0.525600270313405,0.0388724732395069,0.336880526356874
0.0447552818061923,0.798054644199534,0.0195998037565588,0.137590270237714
0.308417839922236,0.22406955958455,0.161788566135515,0.305724034357699
0.148716452697925,0.46574017289126,0.0561117638006922,0.329431610610123
0.0838129101077961,0.706776901731339,0.0447424677949337,0.164667720365932
0.359637926015874,0.163487983605765,0.0965649496430377,0.380309140735323
0.194624279779111,0.216883642096507,0.0951555262916595,0.493336551832722
0.312490223618917,0.228216589345271,0.14043583967501,0.318857347360801
0.265342690662353,0.15250362649587,0.0874018575811892,0.494751825260588
0.185849456404898,0.328488867288144,0.0782688527258414,0.407392823581117
0.379916866331972,0.0944267993229128,0.241607365568398,0.284048968776717
0.203731040053436,0.390981190128661,0.126352509570624,0.27893526024728
0.0612823139479449,0.713620705126782,0.028193770319125,0.196903210606148
0.288378958603033,0.103469575918341,0.0606229988776205,0.547528466601005
0.277659070640905,0.11817957377362,0.103357475568641,0.500803880016834
0.270418198090682,0.0753658155668522,0.102275599122888,0.551940387219578
0.398338098312824,0.159670880616304,0.169893714153677,0.272097306917196
0.34013953942606,0.206734755310303,0.181801159961501,0.271324545302136
0.11468974688727,0.340065103591631,0.051940955451724,0.493304194069375
0.338061386250644,0.15734724677068,0.242622070814212,0.261969296164464
0.376716678291721,0.07275545188835,0.179105775465875,0.371422094354054
0.484526595124237,0.059821236295022,0.274672072613707,0.180980095967034
0.325388142303307,0.131679620452747,0.224098013180781,0.318834224063165
0.303738572419943,0.226984685465889,0.21924671192461,0.250030030189558
0.111996331968481,0.244773628037945,0.039127074124619,0.604102965868955
