"Latent_Dim","Final_Loss","Final_Val_Loss"
2,0.0868940427899361,0.0858897492289543
3,0.0353609286248684,0.0409297719597816
4,0.00217852066271007,0.00192233291454613
5,0.000991190900094807,0.00166218029335141
