"Analysis","ARI_with_vs_without","Silhouette_with_GFAP","Silhouette_without_GFAP","N_with_GFAP","N_without_GFAP","Interpretation"
"GFAP Inclusion Sensitivity",0.313,0.474,0.662,4427,4427,"GFAP is major driver"
