Attitude_Mean_Mean,Attitude_Mean_SD,Workflow_Mean_Mean,Workflow_Mean_SD,SysReady_Mean_Mean,SysReady_Mean_SD
3.2759358288770053,0.33637659246191204,2.55,0.45934306920516876,2.7477124183006536,0.37969819162031354
